
THE FULL IAU 2000A NUTATION SERIES DATA - 1365 TERMS

The i column is NOT part of the actual data.  It is the reference index number
of the nutation series terms to which the subsequent 20 data elements apply.

=====================================================================================================================================================
                      FUNDAMENTAL ARGUMENT MULTIPLIERS                         LONGITUDE COMPONENTS IN ARC SEC      OBLIQUITY COMPONENTS IN ARC SEC
i    m01  m02  m03  m04  m05  m06  m07  m08  m09  m10  m11  m12  m13  m14        AA           BB          CC          DD           EE          FF
213    0    0    0    0    0    0    0    0    0   -1    0    2    1    2     0.0000083   0.0         0.0         -0.0000036   0.0         0.0
214    0    0    0    0    0    0    0    0    0    2    0    0    0    2    -0.0000091   0.0         0.0          0.0000039   0.0         0.0
215    0    0    0    0    0    0    0    0    0    0    0    2    0    3     0.0000128   0.0         0.0         -0.0000001   0.0         0.0
216    0    0    0    0    0    0    0    0    0   -2    0    4    0    2    -0.0000079   0.0         0.0          0.0000034   0.0         0.0
217    0    0    0    0    0    0    0    0    0   -1    0   -2    0    1    -0.0000083   0.0         0.0          0.0000047   0.0         0.0
218    0    0    0    0    0    0    0    0    0   -1    1    2    2    1     0.0000084   0.0         0.0         -0.0000044   0.0         0.0
219    0    0    0    0    0    0    0    0    0    3    0    0    0    1     0.0000083   0.0         0.0         -0.0000043   0.0         0.0
220    0    0    0    0    0    0    0    0    0   -1    0    2    3    2     0.0000091   0.0         0.0         -0.0000039   0.0         0.0
221    0    0    0    0    0    0    0    0    0    2   -1    2    0    1    -0.0000077   0.0         0.0          0.0000039   0.0         0.0
222    0    0    0    0    0    0    0    0    0    0    1    2    2    1     0.0000084   0.0         0.0         -0.0000043   0.0         0.0
223    0    0    0    0    0    0    0    0    0    0   -1    2    4    2    -0.0000092   0.0         0.0000001    0.0000039   0.0         0.0
224    0    0    0    0    0    0    0    0    0    2   -1    2    2    2    -0.0000092   0.0         0.0000001    0.0000039   0.0         0.0
225    0    0    0    0    0    0    0    0    0    0    2   -2    2    0    -0.0000094   0.0         0.0          0.0         0.0         0.0
226    0    0    0    0    0    0    0    0    0   -1   -1    2   -1    1     0.0000068   0.0         0.0         -0.0000036   0.0         0.0
227    0    0    0    0    0    0    0    0    0    0   -2    0    0    1    -0.0000061   0.0         0.0          0.0000032   0.0         0.0
228    0    0    0    0    0    0    0    0    0    1    0    2   -4    2     0.0000071   0.0         0.0         -0.0000031   0.0         0.0
229    0    0    0    0    0    0    0    0    0    1   -1    0   -2    1     0.0000062   0.0         0.0         -0.0000034   0.0         0.0
230    0    0    0    0    0    0    0    0    0   -1   -1    2    0    1    -0.0000063   0.0         0.0          0.0000033   0.0         0.0
231    0    0    0    0    0    0    0    0    0    1   -1    2   -2    2    -0.0000073   0.0         0.0          0.0000032   0.0         0.0
232    0    0    0    0    0    0    0    0    0   -2   -1    0    4    0     0.0000115   0.0         0.0         -0.0000002   0.0         0.0
233    0    0    0    0    0    0    0    0    0   -1    0    0    3    0    -0.0000103   0.0         0.0          0.0000002   0.0         0.0
234    0    0    0    0    0    0    0    0    0   -2   -1    2    2    2     0.0000063   0.0         0.0         -0.0000028   0.0         0.0
235    0    0    0    0    0    0    0    0    0    0    2    2    0    2     0.0000074   0.0         0.0         -0.0000032   0.0         0.0
236    0    0    0    0    0    0    0    0    0    1    1    0    2    0    -0.0000103   0.0        -0.0000003    0.0000003   0.0        -0.0000001
237    0    0    0    0    0    0    0    0    0    2    0    2   -1    2    -0.0000069   0.0         0.0          0.0000030   0.0         0.0
238    0    0    0    0    0    0    0    0    0    1    0    2    1    1     0.0000057   0.0         0.0         -0.0000029   0.0         0.0
239    0    0    0    0    0    0    0    0    0    4    0    0    0    0     0.0000094   0.0         0.0         -0.0000004   0.0         0.0
240    0    0    0    0    0    0    0    0    0    2    1    2    0    1     0.0000064   0.0         0.0         -0.0000033   0.0         0.0
241    0    0    0    0    0    0    0    0    0    3   -1    2    0    2    -0.0000063   0.0         0.0          0.0000026   0.0         0.0
242    0    0    0    0    0    0    0    0    0   -2    2    0    2    1    -0.0000038   0.0         0.0          0.0000020   0.0         0.0
243    0    0    0    0    0    0    0    0    0    1    0    2   -3    1    -0.0000043   0.0         0.0          0.0000024   0.0         0.0
244    0    0    0    0    0    0    0    0    0    1    1    2   -4    1    -0.0000045   0.0         0.0          0.0000023   0.0         0.0
245    0    0    0    0    0    0    0    0    0   -1   -1    2   -2    1     0.0000047   0.0         0.0         -0.0000024   0.0         0.0
246    0    0    0    0    0    0    0    0    0    0   -1    0   -1    1    -0.0000048   0.0         0.0          0.0000025   0.0         0.0
247    0    0    0    0    0    0    0    0    0    0   -1    0   -2    1     0.0000045   0.0         0.0         -0.0000026   0.0         0.0
248    0    0    0    0    0    0    0    0    0   -2    0    0    0    2     0.0000056   0.0         0.0         -0.0000025   0.0         0.0
249    0    0    0    0    0    0    0    0    0   -2    0   -2    2    0     0.0000088   0.0         0.0          0.0000002   0.0         0.0
250    0    0    0    0    0    0    0    0    0   -1    0   -2    4    0    -0.0000075   0.0         0.0          0.0         0.0         0.0
251    0    0    0    0    0    0    0    0    0    1   -2    0    0    0     0.0000085   0.0         0.0          0.0         0.0         0.0
252    0    0    0    0    0    0    0    0    0    0    1    0    1    1     0.0000049   0.0         0.0         -0.0000026   0.0         0.0
253    0    0    0    0    0    0    0    0    0   -1    2    0    2    0    -0.0000074   0.0        -0.0000003   -0.0000001   0.0        -0.0000001
254    0    0    0    0    0    0    0    0    0    1   -1    2   -2    1    -0.0000039   0.0         0.0          0.0000021   0.0         0.0
255    0    0    0    0    0    0    0    0    0    1    2    2   -2    2     0.0000045   0.0         0.0         -0.0000020   0.0         0.0
256    0    0    0    0    0    0    0    0    0    2   -1    2   -2    2     0.0000051   0.0         0.0         -0.0000022   0.0         0.0
257    0    0    0    0    0    0    0    0    0    1    0    2   -1    1    -0.0000040   0.0         0.0          0.0000021   0.0         0.0
258    0    0    0    0    0    0    0    0    0    2    1    2   -2    1     0.0000041   0.0         0.0         -0.0000021   0.0         0.0
259    0    0    0    0    0    0    0    0    0   -2    0    0   -2    1    -0.0000042   0.0         0.0          0.0000024   0.0         0.0
260    0    0    0    0    0    0    0    0    0    1   -2    2    0    2    -0.0000051   0.0         0.0          0.0000022   0.0         0.0
261    0    0    0    0    0    0    0    0    0    0    1    2    1    1    -0.0000042   0.0         0.0          0.0000022   0.0         0.0
262    0    0    0    0    0    0    0    0    0    1    0    4   -2    1     0.0000039   0.0         0.0         -0.0000021   0.0         0.0
263    0    0    0    0    0    0    0    0    0   -2    0    4    2    2     0.0000046   0.0         0.0         -0.0000018   0.0         0.0
264    0    0    0    0    0    0    0    0    0    1    1    2    1    2    -0.0000053   0.0         0.0          0.0000022   0.0         0.0
265    0    0    0    0    0    0    0    0    0    1    0    0    4    0     0.0000082   0.0         0.0         -0.0000004   0.0         0.0
266    0    0    0    0    0    0    0    0    0    1    0    2    2    0     0.0000081   0.0        -0.0000001   -0.0000004   0.0         0.0
267    0    0    0    0    0    0    0    0    0    2    0    2    1    2     0.0000047   0.0         0.0         -0.0000019   0.0         0.0
268    0    0    0    0    0    0    0    0    0    3    1    2    0    2     0.0000053   0.0         0.0         -0.0000023   0.0         0.0
269    0    0    0    0    0    0    0    0    0    4    0    2    0    1    -0.0000045   0.0         0.0          0.0000022   0.0         0.0
270    0    0    0    0    0    0    0    0    0   -2   -1    2    0    0    -0.0000044   0.0         0.0         -0.0000002   0.0         0.0
271    0    0    0    0    0    0    0    0    0    0    1   -2    2    1    -0.0000033   0.0         0.0          0.0000016   0.0         0.0
272    0    0    0    0    0    0    0    0    0    1    0   -2    1    0    -0.0000061   0.0         0.0          0.0000001   0.0         0.0
273    0    0    0    0    0    0    0    0    0    0   -1   -2    2    1     0.0000028   0.0         0.0         -0.0000015   0.0         0.0
274    0    0    0    0    0    0    0    0    0    2   -1    0   -2    1    -0.0000038   0.0         0.0          0.0000019   0.0         0.0
275    0    0    0    0    0    0    0    0    0   -1    0    2   -1    2    -0.0000033   0.0         0.0          0.0000021   0.0         0.0
276    0    0    0    0    0    0    0    0    0    1    0    2   -3    2    -0.0000060   0.0         0.0          0.0         0.0         0.0
277    0    0    0    0    0    0    0    0    0    0    1    2   -2    3     0.0000048   0.0         0.0         -0.0000010   0.0         0.0
278    0    0    0    0    0    0    0    0    0    0    0    2   -3    1     0.0000027   0.0         0.0         -0.0000014   0.0         0.0
279    0    0    0    0    0    0    0    0    0   -1    0   -2    2    1     0.0000038   0.0         0.0         -0.0000020   0.0         0.0
280    0    0    0    0    0    0    0    0    0    0    0    2   -4    2     0.0000031   0.0         0.0         -0.0000013   0.0         0.0
281    0    0    0    0    0    0    0    0    0   -2    1    0    0    1    -0.0000029   0.0         0.0          0.0000015   0.0         0.0
282    0    0    0    0    0    0    0    0    0   -1    0    0   -1    1     0.0000028   0.0         0.0         -0.0000015   0.0         0.0
283    0    0    0    0    0    0    0    0    0    2    0    2   -4    2    -0.0000032   0.0         0.0          0.0000015   0.0         0.0
284    0    0    0    0    0    0    0    0    0    0    0    4   -4    4     0.0000045   0.0         0.0         -0.0000008   0.0         0.0
285    0    0    0    0    0    0    0    0    0    0    0    4   -4    2    -0.0000044   0.0         0.0          0.0000019   0.0         0.0
286    0    0    0    0    0    0    0    0    0   -1   -2    0    2    1     0.0000028   0.0         0.0         -0.0000015   0.0         0.0
287    0    0    0    0    0    0    0    0    0   -2    0    0    3    0    -0.0000051   0.0         0.0          0.0         0.0         0.0
288    0    0    0    0    0    0    0    0    0    1    0   -2    2    1    -0.0000036   0.0         0.0          0.0000020   0.0         0.0
289    0    0    0    0    0    0    0    0    0   -3    0    2    2    2     0.0000044   0.0         0.0         -0.0000019   0.0         0.0
290    0    0    0    0    0    0    0    0    0   -3    0    2    2    1     0.0000026   0.0         0.0         -0.0000014   0.0         0.0
291    0    0    0    0    0    0    0    0    0   -2    0    2    2    0    -0.0000060   0.0         0.0          0.0000002   0.0         0.0
292    0    0    0    0    0    0    0    0    0    2   -1    0    0    1     0.0000035   0.0         0.0         -0.0000018   0.0         0.0
293    0    0    0    0    0    0    0    0    0   -2    1    2    2    2    -0.0000027   0.0         0.0          0.0000011   0.0         0.0
294    0    0    0    0    0    0    0    0    0    1    1    0    1    0     0.0000047   0.0         0.0         -0.0000001   0.0         0.0
295    0    0    0    0    0    0    0    0    0    0    1    4   -2    2     0.0000036   0.0         0.0         -0.0000015   0.0         0.0
296    0    0    0    0    0    0    0    0    0   -1    1    0   -2    1    -0.0000036   0.0         0.0          0.0000020   0.0         0.0
297    0    0    0    0    0    0    0    0    0    0    0    0   -4    1    -0.0000035   0.0         0.0          0.0000019   0.0         0.0
298    0    0    0    0    0    0    0    0    0    1   -1    0    2    1    -0.0000037   0.0         0.0          0.0000019   0.0         0.0
299    0    0    0    0    0    0    0    0    0    1    1    0    2    1     0.0000032   0.0         0.0         -0.0000016   0.0         0.0
300    0    0    0    0    0    0    0    0    0   -1    2    2    2    2     0.0000035   0.0         0.0         -0.0000014   0.0         0.0
301    0    0    0    0    0    0    0    0    0    3    1    2   -2    2     0.0000032   0.0         0.0         -0.0000013   0.0         0.0
302    0    0    0    0    0    0    0    0    0    0   -1    0    4    0     0.0000065   0.0         0.0         -0.0000002   0.0         0.0
303    0    0    0    0    0    0    0    0    0    2   -1    0    2    0     0.0000047   0.0         0.0         -0.0000001   0.0         0.0
304    0    0    0    0    0    0    0    0    0    0    0    4    0    1     0.0000032   0.0         0.0         -0.0000016   0.0         0.0
305    0    0    0    0    0    0    0    0    0    2    0    4   -2    2     0.0000037   0.0         0.0         -0.0000016   0.0         0.0
306    0    0    0    0    0    0    0    0    0   -1   -1    2    4    1    -0.0000030   0.0         0.0          0.0000015   0.0         0.0
307    0    0    0    0    0    0    0    0    0    1    0    0    4    1    -0.0000032   0.0         0.0          0.0000016   0.0         0.0
308    0    0    0    0    0    0    0    0    0    1   -2    2    2    2    -0.0000031   0.0         0.0          0.0000013   0.0         0.0
309    0    0    0    0    0    0    0    0    0    0    0    2    3    2     0.0000037   0.0         0.0         -0.0000016   0.0         0.0
